text,date,url,from
@YelleTieleman Vandaag stond de 2de dag van het slotpleidooi op het programma. Is nu geschrapt. Timing is niet helemaal lekker.,2023-04-21 16:22:37+00:00,https://twitter.com/LadyMouseBl/status/1649448563212967936,LadyMouseBl
"@YelleTieleman Ik denk dat als je zo dicht bij Taghi komt dat je misschien ongewild de druk voelt die in zo'n situatie naar voren komt dat je min of meer gedwongen wordt om info door te spelen. En wie weet, misschien is Inez ook bedreigd. Laten we niet te snel oordelen...",2023-04-21 16:19:46+00:00,https://twitter.com/Darth40/status/1649447845173313536,Darth40
@YelleTieleman Het is een geruststellende gedachte dat het OM zich nooit vergist!,2023-04-21 16:04:32+00:00,https://twitter.com/ruudtsas/status/1649444011105480704,ruudtsas
"@YelleTieleman Die Taghi heeft wel gevoel voor drama, die dacht: ik huur gewoon the Joker in als advocaat die verdenken ze nooit. 😁",2023-04-21 15:56:16+00:00,https://twitter.com/Steefdenhaag/status/1649441932517490690,Steefdenhaag
@YelleTieleman Heel interessant,2023-04-21 15:18:59+00:00,https://twitter.com/jkb5314/status/1649432551101018112,jkb5314
@YelleTieleman Gelukkig weer een verhaallijn voor zogenaamde crime journalisten die in samenwerking met justitie aka ‘persoonlijke bronnen’  hun zakken eindeloos met podcasts en kranten kunnen vullen. Geniet ervan!,2023-04-21 15:06:49+00:00,https://twitter.com/lou25557761/status/1649429486302117890,lou25557761
@YelleTieleman 😳,2023-04-21 15:03:40+00:00,https://twitter.com/cox_nathalie/status/1649428696590057473,cox_nathalie
"@YelleTieleman “Haar(Inez Weski)dossier lag maanden bij de rechercheofficier en t hing in de lucht”#hoelangal? 
Recherche+officier staan buiten t werk/ invloed v advocaten.
Hoe snel gaat vooruitgang v kennis in NL als men *advocaat+dader* opsluit?
Untouchables = protected group works perfect..",2023-04-21 14:57:16+00:00,https://twitter.com/ladydus22/status/1649427084924551168,ladydus22
"@YelleTieleman Het verbaasd me niets. Het is onderhand duidelijk dat als je niet doet wat taghi zegt, je ergens eindigde waar je niet wil eindigen.  Ondanks het z'n neef was heeft die er denk ik ook niet echt een keuze in gehad. Weigeren is je doodvonnis tekenen bleek al vaker",2023-04-21 13:57:40+00:00,https://twitter.com/riesloo77/status/1649412087288852481,riesloo77
@YelleTieleman Ik moet zeggen dat dit redelijk vaag is. Kun je uitleggen wat de regels/wetten zijn hierover? Je mag als advocaat geen informatie die je van een verdachte krijgt doorgeven aan anderen buiten de gevangenis?,2023-04-21 13:41:33+00:00,https://twitter.com/De_Baass/status/1649408029622779905,De_Baass
@YelleTieleman @helena_is_here Ik lees alleen suggesties vanuit het kamp van Taghi in dat stuk… Verder heb ik een hekel aan misbruik van de Anglicismen ’elephant in the room’ en ‘pink elephant’ tot ‘roze olifant in de kamer.’ Dat het in die kringen zo gedaan wordt lijkt mij geen reden om het over te nemen.,2023-04-21 13:37:47+00:00,https://twitter.com/Divorytaur/status/1649407080602714112,Divorytaur
@YelleTieleman Alles om Taghi heen is vergif…ook als advocaat heb je geen keus om hieraan mee te werken anders ben je klaar…OM heeft verzuimd dit te voorkomen tijdens zijn arrestatie,2023-04-21 13:14:55+00:00,https://twitter.com/ruudvdmeijden/status/1649401326642536452,ruudvdmeijden
@YelleTieleman Ongelofelijk.,2023-04-21 13:12:25+00:00,https://twitter.com/PunkyfinsGo/status/1649400697413156869,PunkyfinsGo
Voor nu is het afwachten wat de verdenkingen precies zijn. In elk geval een nieuwe en ongelooflijke wending in het Marengo-proces.,2023-04-21 13:11:17+00:00,https://twitter.com/YelleTieleman/status/1649400412657549314,YelleTieleman
"@YelleTieleman Laten we niet vergeten dat als Weski hier schuldig aan is, zij dit misschien niet geheel vrijwillig heeft gedaan.",2023-04-21 13:09:44+00:00,https://twitter.com/NelleBoer/status/1649400023136759808,NelleBoer
@YelleTieleman Buitengewoon cynisch,2023-04-21 13:07:41+00:00,https://twitter.com/Bartswier/status/1649399507958857728,Bartswier
"Haar aanhouding hing dus als gezegd in de lucht, maar bij de opsporing was ook de vrees dat deze het Marengo-proces in de war zou schoppen. Deze zou pas kunnen volgen als repliek/dupliek zou zijn afgerond. En dat was gisteren.",2023-04-21 13:03:31+00:00,https://twitter.com/YelleTieleman/status/1649398458199973888,YelleTieleman
@YelleTieleman Oef! Heftige beschuldigingen. Zelfs bij vrijspraak zal dit toch gevolgen hebben...,2023-04-21 13:02:47+00:00,https://twitter.com/PunkyfinsGo/status/1649398271922536451,PunkyfinsGo
@YelleTieleman @SanderSas oef...,2023-04-21 13:00:05+00:00,https://twitter.com/mieke2/status/1649397593108037636,mieke2
In september 2022 kwamen sterke signalen dat Weski mogelijk informatie van Taghi vanuit de EBI in Vught had doorgespeeld. Bij FTM schreven we er dit over https://t.co/cKjhOXUf5V,2023-04-21 12:53:55+00:00,https://twitter.com/YelleTieleman/status/1649396041060417537,YelleTieleman
@YelleTieleman @FTM_nl Stevige reactie...... en nu dan??,2023-04-20 17:45:29+00:00,https://twitter.com/OCherrys/status/1649107031150788609,OCherrys
@YelleTieleman @FTM_nl Dat krijg je met prutsers op cruciale plekken.,2023-04-20 11:44:25+00:00,https://twitter.com/pc_gsm/status/1649016163475619842,pc_gsm
@YelleTieleman @FTM_nl Je kan zeggen wat je wil maar ze houdt wel woord @DilanYesilgoz we gaan ze keihard aanpakken dat ze wel eens een flink aantal fouten maakt. Jammer joh tok tok.,2023-04-20 09:05:19+00:00,https://twitter.com/Dwarsligger123/status/1648976125362679810,Dwarsligger123
@YelleTieleman @FTM_nl Is @DilanYesilgoz al afgetreden? De zoveelste blunder van haar ministerie!,2023-04-20 08:11:19+00:00,https://twitter.com/LiefhebberV/status/1648962537583525888,LiefhebberV
@YelleTieleman @FTM_nl Hoe recent precies en was het een locatie waar justitie hem onderbracht of -zoals het OM doet voorkomen- een eigen adres?,2023-04-20 06:15:15+00:00,https://twitter.com/lammert/status/1648933325845721088,lammert
@YelleTieleman Ophouden met die kroongetuigen. Nederland kan dat gewoon niet,2023-04-20 05:50:37+00:00,https://twitter.com/spvdm/status/1648927129243877376,spvdm
@YelleTieleman Dank voor de duiding!,2023-04-20 05:48:56+00:00,https://twitter.com/BartMos/status/1648926703098515459,BartMos
"@YelleTieleman Aha, maar dan zie ik nog steeds wat ruimte tussen ‘lange tijd’ en recent, en ‘zelf ingeschreven’.",2023-04-20 05:39:00+00:00,https://twitter.com/BartMos/status/1648924205004496897,BartMos
Vandaag debatteert de Tweede Kamer over het rapport van de OVV. Dit nieuwe incident laat zien dat de problemen rond (getuigen)bescherming groot zijn.,2023-04-20 05:16:49+00:00,https://twitter.com/YelleTieleman/status/1648918621228244993,YelleTieleman
Reactie @SchoutenLegal: ‘Ik ben hier niet eerder door het Openbaar Ministerie van op de hoogte gesteld. Ook kan ik zeggen dat er meer problemen waren met de beschermingsovereenkomst van mijn cliënt.’,2023-04-20 05:15:11+00:00,https://twitter.com/YelleTieleman/status/1648918211331608578,YelleTieleman
"@YelleTieleman @FSC1977 @GastonSteijns @FortunaSittard Haha je bent echt klaar met die man, of niet?",2023-04-17 13:15:57+00:00,https://twitter.com/DolsJeroen/status/1647952034287566851,DolsJeroen
@YelleTieleman https://t.co/sdGpOwEUV5,2023-04-17 12:11:30+00:00,https://twitter.com/BigUglyHead666/status/1647935818512646146,BigUglyHead666
